method_id,path,aggregation,eligible,eligible_trajectories,reported_trajectories,update_events,final_state_accuracy,correct_change_precision,correct_change_recall,correct_change_f1,event_macro_update_accuracy,retention_after_update,confusion_tn,confusion_fp,confusion_fn,confusion_tp_correct,confusion_tp_wrong_value
fc_openrouter_gpt_oss_120b,financial_products.pension_or_irp,checkpoint_then_trajectory_macro,True,7,20,8,0.7975,0.0,0.0,0.0,0.0,0.0,319,2,78,0,1
fc_openrouter_gpt_oss_120b,financial_products.savings_accounts,checkpoint_then_trajectory_macro,False,0,20,0,1.0,,,,,,400,0,0,0,0
fc_openrouter_gpt_oss_120b,goals.child_education_goal,checkpoint_then_trajectory_macro,True,6,20,15,0.81,0.0,0.0,0.0,0.0,0.0,324,0,75,0,1
fc_openrouter_gpt_oss_120b,goals.emergency_fund,checkpoint_then_trajectory_macro,False,0,20,0,0.995,,,,,,398,2,0,0,0
fc_openrouter_gpt_oss_120b,goals.housing_deposit_goal,checkpoint_then_trajectory_macro,False,0,20,0,0.995,,,,,,398,2,0,0,0
fc_openrouter_gpt_oss_120b,goals.retirement_goal,checkpoint_then_trajectory_macro,False,0,20,0,0.99,,,,,,396,4,0,0,0
fc_openrouter_gpt_oss_120b,household.child_support_arrangement,checkpoint_then_trajectory_macro,True,7,20,7,0.825,0.0,0.0,0.0,0.0,0.0,330,4,66,0,0
fc_openrouter_gpt_oss_120b,household.children,checkpoint_then_trajectory_macro,True,13,20,29,0.575,0.07692307692307693,0.004524886877828054,0.008547008547008546,0.0,0.004273504273504273,229,0,170,1,0
fc_openrouter_gpt_oss_120b,household.dependents,checkpoint_then_trajectory_macro,True,20,20,46,0.44,0.05,0.003125,0.0058823529411764705,0.0,0.004166666666666667,175,2,221,1,1
fc_openrouter_gpt_oss_120b,household.marital_status,checkpoint_then_trajectory_macro,True,14,20,17,0.6275,0.0,0.0,0.0,0.0,0.0,251,0,149,0,0
fc_openrouter_gpt_oss_120b,household.spouse_or_partner,checkpoint_then_trajectory_macro,True,14,20,16,0.63,0.0,0.0,0.0,0.0,0.0,252,0,145,0,3
fc_openrouter_gpt_oss_120b,housing.address,checkpoint_then_trajectory_macro,True,18,20,75,0.62,0.5536005758851477,0.4923998191542051,0.5096071450666224,0.4046296296296296,0.45271164021164023,91,9,60,157,83
fc_openrouter_gpt_oss_120b,housing.contract_type,checkpoint_then_trajectory_macro,True,17,20,50,0.46,0.17254901960784313,0.06470588235294118,0.09040959040959042,0.0392156862745098,0.06834733893557422,169,6,195,15,15
fc_openrouter_gpt_oss_120b,housing.maintenance_fee_payee,checkpoint_then_trajectory_macro,True,11,20,15,0.7025,0.0,0.0,0.0,0.0,0.0,281,3,113,0,3
fc_openrouter_gpt_oss_120b,housing.mortgage_status,checkpoint_then_trajectory_macro,True,11,20,14,0.7525,0.0,0.0,0.0,0.0,0.0,301,0,96,0,3
fc_openrouter_gpt_oss_120b,housing.primary_residence_property_id,checkpoint_then_trajectory_macro,True,13,20,17,0.62,0.013986013986013986,0.010989010989010988,0.012307692307692308,0.0,0.010989010989010988,246,15,121,2,16
fc_openrouter_gpt_oss_120b,housing.properties,checkpoint_then_trajectory_macro,True,14,20,23,0.5975,0.0,0.0,0.0,0.0,0.0,239,10,134,0,17
fc_openrouter_gpt_oss_120b,housing.rent_amount,checkpoint_then_trajectory_macro,True,13,20,30,0.6,0.07692307692307693,0.008547008547008546,0.015384615384615384,0.02564102564102564,0.00641025641025641,239,3,153,1,4
fc_openrouter_gpt_oss_120b,housing.rent_payee,checkpoint_then_trajectory_macro,True,11,20,16,0.705,0.09090909090909091,0.008264462809917356,0.015151515151515154,0.0,0.006493506493506493,281,4,112,1,2
fc_openrouter_gpt_oss_120b,housing.residence_status,checkpoint_then_trajectory_macro,True,17,20,50,0.46,0.16397058823529412,0.07124183006535947,0.09519367849441566,0.0392156862745098,0.07324929971988796,168,7,192,16,17
fc_openrouter_gpt_oss_120b,profile.age,checkpoint_then_trajectory_macro,False,0,20,0,0.995,,,,,,398,2,0,0,0
fc_openrouter_gpt_oss_120b,profile.locale,checkpoint_then_trajectory_macro,False,0,20,0,1.0,,,,,,400,0,0,0,0
fc_openrouter_gpt_oss_120b,profile.region,checkpoint_then_trajectory_macro,False,0,20,0,0.865,,,,,,346,54,0,0,0
