method_id,lag_type,lag,accuracy,events,trajectories,aggregation
fc_openrouter_gpt_oss_120b,exact_sessions,50,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,54,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,55,0,2,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,56,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,57,0,3,3,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,58,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,59,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,60,0.0523369708994709,168,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,61,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,64,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,71,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,72,0.5,2,2,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,73,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,74,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,75,0.056081349206349204,130,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,79,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,87,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,88,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,89,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,90,0.045709325396825394,111,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,94,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,102,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,103,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,104,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,105,0.05786904761904762,92,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,109,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,118,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,119,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,120,0.04583333333333333,77,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,124,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,134,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,135,0.0175,63,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,149,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,150,0.0125,54,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,165,0.03245614035087719,48,19,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,180,0,42,19,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,195,0.017543859649122806,38,19,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,210,0.011764705882352941,32,17,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,225,0.02222222222222222,22,15,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,240,0.038461538461538464,17,13,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,255,0,12,10,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,270,0,7,5,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,exact_sessions,285,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,session_bucket,0,0.05630449489737415,369,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,session_bucket,1-15,0.07977260210764468,331,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,session_bucket,16-30,0.0836198736584766,269,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,session_bucket,31-60,0.06056047424797425,221,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,session_bucket,61-120,0.06179258241758241,138,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,session_bucket,121-180,0.02201388888888889,66,20,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,session_bucket,181-240,0.018421052631578946,38,19,event_lag_then_trajectory_macro
fc_openrouter_gpt_oss_120b,session_bucket,241+,0,12,10,event_lag_then_trajectory_macro
