method_id,lag_type,lag,accuracy,events,trajectories,aggregation
fc_openrouter_llama_4_maverick,exact_sessions,34,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,35,0.5,2,2,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,39,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,40,0.5,2,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,41,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,42,0.5,3,3,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,43,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,44,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,45,0.3913390544640545,206,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,46,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,49,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,50,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,54,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,55,0.5,2,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,56,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,57,0.5,3,3,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,58,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,59,0.5,2,2,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,60,0.3711198593073593,168,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,61,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,64,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,71,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,72,0.75,2,2,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,73,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,74,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,75,0.41565175565175566,130,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,79,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,87,0.75,2,2,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,88,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,89,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,90,0.4482919973544974,111,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,94,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,102,0.5,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,103,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,104,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,105,0.40904761904761905,92,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,109,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,118,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,119,0.5,2,2,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,120,0.3652083333333333,77,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,124,1,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,134,0,2,2,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,135,0.34618055555555555,63,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,149,0,1,1,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,150,0.30277777777777776,54,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,165,0.3739766081871345,48,19,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,180,0.31681286549707605,42,19,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,195,0.24590643274853802,38,19,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,210,0.3568627450980392,32,17,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,225,0.31666666666666665,22,15,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,240,0.2564102564102564,17,13,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,255,0.2,12,10,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,270,0.5,7,5,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,exact_sessions,285,0.5,2,2,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,session_bucket,0,0.3806068009074975,369,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,session_bucket,1-15,0.44190865581500255,331,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,session_bucket,16-30,0.41295026478604907,269,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,session_bucket,31-60,0.3888463322391894,221,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,session_bucket,61-120,0.4103579377798128,138,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,session_bucket,121-180,0.2992708333333333,66,20,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,session_bucket,181-240,0.27441520467836256,38,19,event_lag_then_trajectory_macro
fc_openrouter_llama_4_maverick,session_bucket,241+,0.2583333333333333,12,10,event_lag_then_trajectory_macro
